Profile,Carbon.Kg.m2,Nitrogen.g.m2,Latitude,Longitude,Code
0074026 49-TN-39-3,7.1,<0.1,35.5,-88.3,B
0074027 49-TN-39-4,7.2,<0.1,35.5,-88.3,B
0074028 47-MS-38-1,5,<0.1,32.4,-88.7,B
0074029 47-MS-38-2,4.2,<0.1,32.4,-88.7,B
0074030 47-MS-38-3,3.6,<0.1,32.4,-88.7,B
0074031 47-MS-38-4,1.9,<0.1,32.4,-88.7,B
0074032 47-MS-38-5,4,<0.1,32.4,-88.7,B
0074033 47-MS-59-4,5.6,<0.1,34.7,-88.6,B
0074034 47-MS-59-5,5.1,<0.1,34.7,-88.6,B
0074035 47-MS-59-6,5.3,<0.1,34.7,-88.6,B
0074036 47-MS-59-7,2.1,<0.1,34.7,-88.6,B
0074037 47-MS-59-8,5.5,<0.1,34.7,-88.6,B
0074038 48-MS-53-1,4.8,<0.1,33.4,-88.8,B
0074039 48-MS-53-2,2.7,<0.1,33.4,-88.8,B
0074040 48-MS-53-3,4.5,<0.1,33.4,-88.8,B
0074041 48-MS-53-4,4.2,<0.1,33.4,-88.8,B
0074042 48-MS-53-5,5.1,<0.1,33.4,-88.8,B
0074043 4544184-3 TX,5.8,<0.1,32.8,-97.8,B
0074044 4544184-2 TX,5,<0.1,32.8,-97.8,B
0074045 4544072-1 TX,5.5,<0.1,32.2,-98.2,B
0074046 4544184-1 TX,5.7,<0.1,32.8,-97.8,B
0075001 10 AK,60.6,<0.1,71.3,-156.8,B
0075002 11 AK,27.4,<0.1,71.3,-156.8,B
0075003 71 AK,<0.1,<0.1,60.8,-161.7,B
0075004 52 AK,50.9,2766,51.9,-176.6,B
0075005 53 AK,<0.1,<0.1,51.9,-176.6,B
0075006 54 AK,<0.1,<0.1,51.5,-179,B
0075007 55 AK,<0.1,<0.1,52.7,-174.1,B
0075008 59 AK,<0.1,<0.1,53.2,-168.3,B
0075009 57 AK,<0.1,<0.1,53.9,-166.5,B
0075010 50 AK,<0.1,<0.1,55.2,-162.7,B
0075011 69 AK,<0.1,<0.1,59.6,-151.5,B
0075012 70 AK,<0.1,<0.1,59.6,-151.5,B
0075013 25 AK,<0.1,<0.1,63,-149.5,B
0075014 48 AK,<0.1,<0.1,61.2,-149.9,B
0075015 47 AK,<0.1,<0.1,61.5,-149.7,B
0075016 15 AK,2.4,117,65.5,-144.6,B
0075017 1 AK,8.1,527,64.9,-157.2,B
0075018 2 AK,8.3,541,64.9,-157.2,B
0075019 8 AK,6.9,379,65,-157.2,B
0075020 7 AK,11.5,771,64.9,-157.2,B
0075021 17 AK,<0.1,<0.1,65.8,-144.1,B
0075022 40 AK,<0.1,<0.1,60.1,-155.1,B
0075023 39 AK,<0.1,<0.1,61.4,-142.9,B
0075024 37 AK,<0.1,<0.1,61.4,-142.9,B
0075025 44 AK,<0.1,<0.1,61.4,-142.9,B
0075026 36 AK,<0.1,<0.1,61.4,-142.9,B
0075027 43 AK,<0.1,<0.1,62,-145.3,B
0075028 27 AK,22,1067,61.6,-149.1,B
0075029 29 AK,<0.1,<0.1,61.6,-149.1,B
0075030 34 AK,<0.1,<0.1,61.6,-149.1,B
0075031 28 AK,<0.1,<0.1,61.6,-149.1,B
0075032 31 AK,<0.1,<0.1,61.6,-149.1,B
0075033 4 AK,10.2,432,64.9,-147.2,B
0075034 3 AK,17.7,1003,64.9,-147.2,B
0075035 6 AK,9.5,565,64.9,-147.7,B
0075036 18 AK,10.2,402,64.9,-147.7,B
0075037 19 AK,9.3,414,64.9,-147.7,B
0075038 21 AK,<0.1,<0.1,64.8,-147.7,B
0075039 16 AK,<0.1,<0.1,65.5,-144.6,B
0075040 16B AK,<0.1,<0.1,65.5,-144.6,B
0075041 35 AK,<0.1,<0.1,62.3,-145.4,B
0075042 42 AK,<0.1,<0.1,61.9,-145.3,B
0075043 68 AK,<0.1,<0.1,59.6,-151.5,B
0075044 65 AK,<0.1,<0.1,59.6,-151.5,B
0075045 14 AK,34.7,1868,65.5,-146,B
0075046 22 AK,<0.1,<0.1,63.7,-148.9,B
0075047 23 AK,27.4,2064,63.4,-150.3,B
0075048 38 AK,<0.1,<0.1,61.4,-142.9,B
0075049 41 AK,<0.1,<0.1,61.6,-145.2,B
0075050 30 AK,<0.1,<0.1,61.7,-147.8,B
0075051 24 AK,<0.1,<0.1,63.7,-149.3,B
0075052 33 AK,<0.1,<0.1,61.5,-149.6,B
0075053 73 AK,<0.1,<0.1,60.1,-149.4,B
0075054 67 AK,<0.1,<0.1,59.6,-151.5,B
0075055 58 AK,<0.1,<0.1,53.2,-168.3,B
0075056 60 AK,<0.1,<0.1,57.8,-152.4,B
0075057 62 AK,<0.1,<0.1,57.8,-152.4,B
0075058 63 AK,<0.1,<0.1,57.8,-152.4,B
0076001 2 AT,31.7,2340,51.2,-115,B
0076002 3 AT,35.6,4241,51.2,-115,B
0076003 4 AT,10.2,769,51.2,-115,B
0076004 5 AT,7.9,606,51.2,-115,B
0076005 5A AT,4.7,246,51.2,-115,B
0076006 6 AT,7,230,51.2,-115,B
0076007 6A AT,6.5,496,51.2,-115,B
0076008 7 AT,3.8,227,51.2,-115,B
0076009 7A AT,3.5,172,51.2,-115,B
0076010 8 AT,<0.1,<0.1,51.2,-115,B
0076011 9 AT,<0.1,<0.1,51.2,-115,B
0077001 QUAD 24A4 P4,13.1,1165,40.8,-122.6,B
0077002 QUAD 25D3 P1,3.4,320,40.6,-123.2,B
0077003 QUAD 39B2 P1,9.5,381,39.9,-121.4,B
0077004 QUAD 40A4 P2,12.9,811,39.8,-121.6,B
0078001 BT15.1 MX,14.2,1944,18.6,-90.7,B
0078002 BT15.2 MX,31.2,2919,18.6,-90.7,B
0078003 BT15.3 MX,12.2,1884,18.6,-90.7,B
0078004 BT15.4 MX,11.6,1753,18.6,-90.7,B
0078005 BT15.5 MX,5.7,874,18.6,-90.7,B
0078006 BT15.6 MX,16.7,3004,18.6,-90.7,B
0078007 BT15.7 MX,6.8,1295,18.6,-90.7,B
0079001 C3471 MB,1,52,58.7,-94.2,B
0079002 C3478 NW,2.5,152,63,-82,B
0079003 C3479 QU,43.5,3129,62,-77,B
0079004 C3480 NW,28.8,1797,62,-70,B
0079005 C3481 NW,15.6,986,62,-70,B
0079006 C3491 NW,28.4,1792,73,-74,B
0079007 C3493 NW,40.3,2821,60,-64,B
0079008 C3498 NW,30,1887,74,-82,B
0079009 C3503 MB,46.9,1047,58.7,-94.2,B
0079010 C3504 MB,47,651,58.7,-94.2,B
0079011 C3505 MB,38.8,1824,58.7,-94.2,B
0079012 C3506 MB,22.8,1387,58.7,-94.2,B
0079013 C3508 MB,22.7,1222,58.7,-94.2,B
0080001 FU5 AK,10,<0.1,67.1,-154.4,B
0080002 FU9 AK,17.8,<0.1,67.1,-154.4,B
0080003 FU14 AK,23.1,<0.1,67.1,-154.4,B
0080004 FU13 AK,14.5,<0.1,67.1,-154.4,B
0080005 FU18 AK,8,<0.1,67.1,-154.4,B
0080006 FU17 AK,5.2,<0.1,67.1,-154.4,B
0081001 UM01 NW,8.7,911,61.8,-120.7,B
0081002 UM02 NW,2.5,146,62.6,-116.2,B
0081003 UM03 NW,7.6,634,61.4,-120.1,B
0081004 UM04 NW,11.1,956,61.4,-117.8,B
0081005 UM05 NW,3.8,315,61.8,-116.7,B
0081006 UM06 NW,5.9,370,62,-117.2,B
0081007 UM07 NW,2.5,485,61.1,-117.5,B
0081008 UM08 NW,15.2,891,60.7,-116.5,B
0081009 UM09 NW,244.6,5731,61.2,-117.5,B
0081010 UM10 NW,5,509,61.7,-120.6,B
0081011 UM11 NW,8.1,703,61.4,-120,B
0081012 UM12 NW,12,728,61.4,-118.5,B
0081013 UM13 NW,34.4,2296,61.4,-118,B
0081014 UM14 NW,7.7,584,61.3,-118.6,B
0081015 UM15 NW,156.5,8403,60.9,-116.7,B
0081016 UM16 NW,2.7,235,61.3,-116.8,B
0081017 UM17 NW,9.2,709,61.4,-118,B
0081018 UM18 NW,6.3,662,61.5,-117.2,B
0081019 UM19 NW,4.2,420,61.4,-118.2,B
0081020 UM20 NW,9.1,808,61.4,-117.5,B
0081021 UM21 NW,6.7,674,61.6,-120.7,B
0081022 UM22 NW,13,1086,62,-117.3,B
0081023 UM23 NW,6.8,584,61.4,-117.5,B
0081024 UM24 NW,11.1,773,61.9,-116.6,B
0081025 UM25 NW,19.5,1668,61.5,-118,B
0081026 UM26 NW,10.7,991,61.2,-119.4,B
0081027 UM27 NW,9.8,657,60.9,-117.4,B
0081028 UM28 NW,11,644,62.6,-116.4,B
0081029 UM29 NW,7.9,410,61.3,-119.8,B
0081030 UM30 NW,8.1,314,61.6,-120.7,B
0081031 UM31 NW,1.7,112,61,-117.3,B
0081032 UM32 NW,5.2,306,60.9,-116.9,B
0081033 UM33 NW,14.3,1085,60.8,-115.8,B
0081034 UM34 NW,5.6,599,60.8,-115.8,B
0081035 UM35 NW,6.2,547,60.4,-116.4,B
0081036 UM36 NW,15.3,1084,60.8,-115.8,B
0082001 LR01 NW,1.9,221,61.8,-121.3,B
0082002 LR02 NW,9.6,723,61.9,-121.5,B
0082003 LR03 NW,17.4,1475,60,-123.7,B
0082004 LR04 NW,5.7,462,61.1,-122.9,B
0082005 LR05 NW,19.7,1966,60.9,-123.3,B
0082006 LR06 NW,349.4,5685,61.2,-122.8,B
0082007 LR07 NW,10.7,883,61.8,-121.2,B
0082008 LR08 NW,11.6,1187,60.2,-123.5,B
0082009 LR09 NW,24.4,1251,61.9,-121.4,B
0082010 LR10 NW,8.5,563,61.9,-121.4,B
0082011 LR11 NW,14.3,1464,61.7,-121.2,B
0082012 LR12 NW,32.8,1558,61.7,-121.3,B
0082013 LR13 NW,50.7,2598,60,-123.8,B
0082014 LR14 NW,29.2,1420,60.6,-123.5,B
0082015 LR15 NW,63.1,3273,61.9,-121.3,B
0082016 LR16 NW,43,1994,61.8,-121.2,B
0082017 LR17 NW,10.7,340,61.9,-121.5,B
0082018 LR18 NW,199.2,6418,61.1,-122.9,B
0082019 LR19 NW,178.5,7181,61.5,-121.4,B
0082020 LR20 NW,27.1,1316,61,-123.5,B
0082021 LR21 NW,8.7,222,61.8,-121.3,B
0082022 LR22 NW,17.4,1193,60.9,-123.3,B
0082023 LR23 NW,9.1,898,61.3,-122.7,B
0082024 LR24 NW,7.8,811,60.1,-123.8,B
0082025 LR25 NW,6.4,867,61.4,-122,B
0082026 LR26 NW,8.4,656,61.8,-121.3,B
0082027 LR27 NW,9.8,883,61.8,-121.3,B
0082028 LR28 NW,6.6,590,60.4,-123.3,B
0082029 LR30 NW,17.8,1772,61,-123.2,B
0082030 LR31 NW,9.1,556,61.9,-120.2,B
0083001 11-3 PA,18.6,<0.1,40.6,-78.6,B
0083002 14-1 PA,4.9,<0.1,41,-78,B
0083003 14-2 PA,3.7,<0.1,41,-78,B
0083004 14-3 PA,3.9,<0.1,41,-78,B
0083005 50-17 PA,6.9,<0.1,77.2,-40.5,B
0083006 53-2 PA,13.9,<0.1,41.8,-78,B
0083007 75-1 WV,11.4,<0.1,39.2,-79.6,B
0083008 75-2 WV,7.1,<0.1,39.2,-79.6,B
0084001 FK1 NW,4.1,<0.1,78.7,-102,B
0084002 FK2 NW,6.5,<0.1,78.7,-102,B
0084003 FK3 NW,1.5,<0.1,78.7,-102,B
0084004 FK4 NW,2.7,<0.1,78.7,-102,B
0084005 FK5 NW,0.9,<0.1,78.7,-102,B
0085001 70-IA-67-3,8.4,<0.1,42,-96,B
0085002 67-TX-71-3,6.8,<0.1,31.5,-106.2,B
0085003 61-IA-36-1,5.2,<0.1,40.6,-95.6,B
0085004 66-NM-7-11,2.2,<0.1,32.3,-106.8,B
0085005 63-KS-29-3,1.4,56,37.6,-99.8,B
0085006 62-OR-29-1,55.4,5721,45.5,-123.9,B
0085011 67-OR-18-13,7.1,442,42.7,-122,B
0085012 62-NH-1-1,6.5,381,43.4,-71.4,B
0085013 62-ME-3-5,1.9,<0.1,43.8,-70.3,B
0085015 58-WV-13-3,6.9,555,38,-80.5,B
0085016 64-WA-14-3,28.8,1613,47,-123.9,B
0085017 60-MA-2-7,5.7,389,42.5,-73.3,B
0085018 64-CA-37-1,4.4,218,33.4,-117.2,B
0085020 59-IA-93-1,14.4,1240,40.8,-93.3,B
0085021 63-IL-12-1,15.1,1126,39.4,-87.7,B
0085022 57-IL-38-2,15.7,1203,40.6,-87.7,B
0085023 4578 OH,10.7,<0.1,40.8,-84.6,B
0085024 61-IA-61-3,18.8,1222,41.4,-94,B
0085025 64-IL-27-1,<0.1,<0.1,40.5,-88.4,B
0085026 54-ND-53-1,12.7,572,48.5,-103.5,B
0085027 62-MT-3-2,11.9,<0.1,48.5,-109,B
0085028 58-MT-23-1,25.8,1930,47,-110.3,B
0085029 58-ND-45-1,8.3,669,46.8,-102.6,B
0085030 64-ND-6-6,7,616,46.2,-103.5,B
0085031 53-P-10 ND,10.4,633,46.2,-98.5,B
0085032 63-IA-83-2,14.4,<0.1,41.4,-95.2,B
0085033 58-IA-43-8,12.2,988,41.6,-95.9,B
0085034 66-IL-54-5,13.7,<0.1,40.2,-89.5,B
0085035 59-IA-86-1,14,1353,42.2,-92.5,B
0085036 60-OK-58-1,9.8,896,36.9,-94.9,B
0085037 63-KS-29-1,8.5,644,37.5,-99.8,B
0085038 65-NB-91-1,15.1,1198,40.2,-98.5,B
0085039 63-KS-9-2,20.8,922,38.2,-96.7,B
0085040 60-TX-33-3,11.3,<0.1,35.4,-101.2,B
0085041 63-TX-254-2,9.6,<0.1,28.9,-99.9,B
0085042 59-KS-8-3,18.1,1184,37.6,-96.8,B
0085043 65-CA-27-13,7.4,486,36.6,-121.5,B
0085044 67-UT-20-1,7.7,496,39.2,-111.7,B
0085045 65-CA-27-4,17.2,1056,36.2,-121.1,B
0085046 67-UT-18-1,9.9,817,40.5,-112,B
0085047 69-WA-24-10,8.9,753,48.5,-120.2,B
0085048 60-NV-3-5,4.6,280,39,-119.8,B
0085049 64-OR-32-6,15.4,1060,45.4,-117.2,B
0085051 E5248 OH,13.4,1140,40.2,-83.4,B
0085052 60-WI-60-1,9.4,685,45.2,-90.6,B
0085053 61-WI-60-4,7.9,674,45.2,-90.6,B
0085054 64-TN-79-3,5.1,458,35.3,-90,B
0085055 61-IL-50-4,6.8,667,41.2,-89,B
0085057 55-CO-25-6,4.9,323,39.9,-105.9,B
0085059 6424 OH,6.4,<0.1,40.7,-84.2,B
0085060 56-IL-30-1,6.6,686,37.8,-88.3,B
0085061 59-KY-56-3,3.9,280,38.3,-85.8,B
0085062 61-NY-37-1,5.7,440,43.2,-78.2,B
0085063 62-IL-44-1,4.8,319,37.2,-88.6,B
0085064 56-IN-42-1,4.7,561,38.6,-87.5,B
0085065 65-TN-94-1,4.9,<0.1,35.9,-87,B
0085066 53-TX-153-63,8.2,<0.1,33.6,-101.9,B
0085067 69-CA-31-20,2.1,162,38.9,-121.2,B
0085068 64-CA-37-6,7.2,327,33.4,-117.2,B
0085069 64-CA-48-4,5.8,605,38.4,-121.8,B
0085070 64-CA-48-1,6.1,676,38.4,-129.7,B
0085072 55-GA-89-2,5.5,223,31.9,-81.4,B
0085073 58-MD-16-1,4.8,366,38.7,-76.8,B
0085074 65-NC-51-2,8.4,<0.1,35.4,-78.5,B
0085076 CF-1 NC,14.7,574,35.2,-77.4,B
0085078 61-MS-12-2,2.4,256,32.1,-88.8,B
0085079 60-VA-18-1,5.6,421,36.8,-80.8,B
0085080 47-MS-59-6,9.4,<0.1,34.6,-88.6,B
0085081 65-NC-51-3,4.1,<0.1,35.4,-78.5,B
0085082 58-TN-53-4,9.8,869,35.7,-84.2,B
0085093 64-AZ-2-18,3.7,152,32.3,-109.8,B
0085094 67-AZ-11-1,0.8,97,33,-111.5,B
0085095 64-AZ-2-20,2.9,172,32.2,-109.7,B
0085096 62-MT-3-11,9,498,48.5,-109,B
0085097 64-AZ-2-28,2.2,233,32.3,-109.7,B
0085098 61-NM-7-7,2.3,<0.1,32.3,-106.8,B
0085099 59-NM-7-16,2.4,<0.1,32.3,-106.8,B
0085100 67-NM-7-3,2.8,<0.1,32.3,-106.8,B
0085101 60-NM-7-4,1.4,59,32.3,-106.8,B
0085102 59-NV-2-9,0.7,34,36.5,-115,B
0085103 60-NM-7-2,3,13,32.3,-106.8,B
0085104 59-NV-9-33,1.6,181,37.4,-115.2,B
0085105 61-TX-195-3,6.9,667,31.4,-103.6,B
0085106 56-NV-2-2,0.5,40,36.2,-115.1,B
0085107 60-NV-2-1,5,535,36.6,-114.5,B
0085108 55-CA-36-3,2.7,132,34.4,-117,B
0085109 53-GA-13-10,3.5,504,31.2,-82,B
0085111 67-AK-51-2,35.9,994,57.2,-135.7,B
0085112 68-WA-10-3,5,246,48.6,-118.5,B
0085113 63-NY-45-1,10.4,625,44.6,-75.2,B
0085114 60-NH-5-4,19,1118,43.8,-72,B
0085115 56-ME-2-4,7,549,46.7,-68,B
0085116 60-NM-7-16,4.9,<0.1,32.3,-106.8,B
0085118 59-TX-123-1,13.9,924,29.9,-94,B
0085120 62-TX-43-3,13.1,999,33.4,-96.6,B
0085121 67-CA-33-2,10.1,736,33.9,-117.2,B
0085122 64-CA-37-8,7,609,33.4,-117.4,B
0086001 64-WA-14-7,45.6,1957,46.9,-123.8,B
0086002 64-WA-6-1,44.7,2434,45.6,-122.4,B
0086003 64-WA-30-1,32.3,1975,45.6,-122.4,B
0086004 64-WA-21-1,33.1,2337,46.5,-122.5,B
0086005 64-WA-21-2,36.8,2404,46.5,-122.5,B
0086006 64-WA-14-1,40.1,1596,47.4,-123.9,B
0086007 64-WA-14-2,1.1,<0.1,47.3,-123.9,B
0086008 64-WA-8-4,16.5,936,42.1,-123,B
0086009 64-WA-8-5,24.6,1287,46.4,-123.3,B
0086010 64-WA-14-3,29,1669,47.1,-124,B
0086011 64-WA-14-4,33.8,1660,47.6,-124,B
0086012 64-WA-10-2,46.1,2952,49,-118.7,B
0086013 64-WA-10-3,46.2,3254,49,-118.7,B
0086014 64-WA-8-2,15.2,657,46.1,-118.3,B
0086015 64-WA-8-3,21,1000,46.1,-118.3,B
0087001 57-WA-32-1,3.5,151,47.4,-117.8,B
0087002 57-WA-32-2,3.7,211,47.4,-117.8,B
0087003 57-WA-32-3,24.6,2068,47.4,-117.8,B
0087004 57-WA-32-4,15.4,1221,47.4,-117.8,B
0087005 57-WA-32-5,5.8,445,47.4,-117.1,B
0087006 57-WA-32-6,5.2,448,47.4,-117.1,B
0087007 57-WA-32-7,3.9,205,47.7,-117.4,B
0087008 57-WA-32-8,2.2,130,47.7,-117.4,B
0087009 57-WA-32-9,2.2,126,47.7,-117.4,B
0087010 57-WA-32-10,4.5,268,47.9,-117.5,B
0087011 57-WA-32-11,3.3,198,47.9,-117.5,B
0088001 60-WA-6-5,18.5,1243,45.9,-122.6,B
0088002 60-WA-6-11,23.3,1601,45.9,-122.7,B
0088003 60-WA-6-12,15.4,1037,45.9,-122.7,B
0088004 60-WA-6-7,8.6,759,45.6,-122.7,B
0088005 60-WA-6-8,11.2,946,45.6,-122.7,B
0088006 60-WA-6-3,18.9,1347,45.6,-122.7,B
0088007 60-WA-6-4,16.9,997,45.6,-122.7,B
0088008 59-WA-6-1,10.8,820,45.6,-122.7,B
0088009 60-WA-6-10,11.8,1166,45.6,-122.7,B
0088010 60-WA-6-1,10.6,879,45.6,-122.4,B
0088011 60-WA-6-2,13.2,1059,45.6,-122.4,B
0088012 59-WA-6-3,0.1,<0.1,45.8,-122.7,B
0088013 60-WA-6-9,8.3,638,45.8,-122.7,B
0088014 59-WA-6-7,21,1355,45.7,-122.6,B
0088015 59-WA-6-8,17.6,1160,45.7,-122.6,B
0088016 59-WA-6-5,8.7,544,45.8,-122.7,B
0088017 59-WA-6-6,11.6,762,45.8,-122.7,B
0089001 131 MA,28.8,1040,42.4,-72.1,B
0089002 132 MA,25.3,939,42.4,-72.1,B
0089033 149 MA,34.4,967,42.4,-72.1,B
0089004 174 MA,34.3,1312,42.4,-72.1,B
0089005 44  MA,20.3,484,42.4,-72.1,B
0089006 83  MA,48.3,1645,42.4,-72.1,B
0089007 86  MA,35.5,1352,42.4,-72.1,B
0089008 88  MA,24.9,815,42.4,-72.1,B
0089009 99  MA,21.3,467,42.4,-72.1,B
0090001 CT1 CN,122.5,2150,75,-135,B
0090002 CT2 CN,96.3,2343,58,-95,B
0090003 CT3 CN,432.9,19660,58,-95,B
0091001 1 MX,30.9,1596,19.2,-98.7,B
0091002 2 MX,13.3,641,19.2,-98.7,B
0091003 3 MX,15.9,882,19.2,-98.7,B
0091004 4 MX,36.6,1772,19.2,-98.7,B
0091005 5 MX,29.9,1563,19.2,-98.7,B
0091006 6 MX,53.7,1992,19.2,-98.7,B
0091007 7 MX,33.5,1420,19.2,-98.7,B
0092001 DB1 BC,5.9,280,50.1,-124,B
0092002 DB2 BC,8.3,434,50.1,-124,B
0092003 DB3 WA,10.9,685,47.8,-121.8,B
0092004 DB4 WA,14.1,802,47.8,-121.8,B
0093001 55-NH-8-1,8.6,844,42.9,-71.1,B
0093002 55-NH-8-3,17.7,1133,43,-71.1,B
0093003 60-NH-5-8,11.8,1026,44.3,-71.8,B
0093004 58-CT-2-1,20.2,502,41.8,-72.7,B
0093005 58-CT-7-1,5.3,678,41.8,-72.5,B
1001001 IP01BZ,10.5,837,-2.8,-59.8,B
1001002 IP02BZ,9.5,701,-2.8,-59.8,B
1001003 IP03BZ,10.5,843,-2.8,-59.8,B
1001004 IP04BZ,9.1,778,-2.8,-59.8,B
1001005 IP05BZ,10.1,936,-2.8,-59.8,B
1001006 IP06BZ,11.6,1000,-2.8,-59.8,B
1001007 IP07BZ,7.8,642,-2.8,-59.8,B
1001008 IP08BZ,11.7,889,-2.8,-59.3,B
1001009 IP11BZ,6.1,402,-2.8,-59.3,B
1001010 IP12BZ,6.8,450,-2.8,-59.3,B
1001011 IP13BZ,7.3,647,-2.8,-59.3,B
1001012 IP14BZ,6,756,-2.8,-59.3,B
1001013 IP16BZ,12.9,696,-2.8,-59.3,B
1001014 RN 1BZ,4.5,440,0.1,-68.4,B
1001015 RN02BZ,3.8,280,0.1,-68.4,B
1001016 RN03BZ,10.9,966,0.1,-68.4,B
1001017 RN04BZ,9.4,855,0.1,-68.4,B
1001018 RN05BZ,3.5,331,0.1,-68.4,B
1001019 RN06BZ,7.1,602,0.1,-68.4,B
1001020 RN07BZ,22,1846,0.1,-68.4,B
1001021 VS05BZ,10.4,728,-1.5,-50.7,B
1001022 VS06BZ,5,448,-1.5,-50.7,B
1001023 VS07BZ,22,462,-1.5,-50.7,B
1001024 PV01BZ,20.2,1542,-9,-63.7,B
1001025 PV02BZ,12.9,879,-9,-63.7,B
1001026 PV03BZ,33.6,1511,-9,-63.7,B
1001027 PV04BZ,59.6,2310,-9,-63.7,B
1001028 PV05BZ,27.8,1164,-9,-63.7,B
1001029 PV06BZ,23,1468,-9,-63.7,B
1001030 PV11BZ,9.1,1154,-9,-63.7,B
1002001 SM 2BZ,4.1,<0.1,-1.8,-53.7,B
1002002 SM 3BZ,5.5,<0.1,-2.1,-56.4,B
1002003 SM 4BZ,7.1,<0.1,-2.2,-49.2,B
1002004 SM 5BZ,5.6,<0.1,-1.7,-46,B
1002005 SM 6BZ,1,<0.1,-1.5,-46.5,B
1002006 SM 7BZ,14.1,<0.1,-1.5,-46.5,B
1002007 SM 8BZ,6.8,<0.1,-2.7,-47.7,B
1002008 SM 9BZ,1.8,<0.1,-3.6,-47.7,B
1002009 SM10BZ,4.5,<0.1,-1.3,-49.8,B
1002010 SM11BZ,14.2,<0.1,-1.1,-49.7,B
1002011 SM13BZ,3.9,<0.1,-2,-53.7,B
1002012 SM14BZ,6.9,<0.1,-6.2,-48.3,B
1002013 SM15BZ,5.9,<0.1,-6.2,-48.3,B
1002014 SM16BZ,5.9,<0.1,-6.2,-48.3,B
1002015 SM17BZ,1.6,<0.1,-2.8,-54.5,B
1002016 SM18BZ,9.2,<0.1,-0.6,-49.2,B
1002017 SM19BZ,12.6,<0.1,-2.5,-47.8,B
1002018 SM20BZ,8.1,<0.1,-2.5,-47.8,B
1002019 SM21BZ,10.2,<0.1,-3.1,-47.3,B
1002020 SM23BZ,6.8,<0.1,0,-51.1,B
1002021 SM24BZ,9.8,1075,-4.3,-47.8,B
1002022 SM25BZ,6,477,-1.8,-47.5,B
1002023 SM26BZ,10.5,1313,-2.1,-47.7,B
1002024 SM27BZ,5.4,573,-2.1,-47.7,B
1002025 SM29BZ,8,1031,-2.7,-47.7,B
1002026 SM31BZ,4.2,372,-5.1,-47.7,B
1002027 SM32BZ,5.8,566,-6.2,-48.3,B
1002028 SM33BZ,3.4,325,-5.6,-48.1,B
1002029 SM34BZ,3.7,384,0.9,-52.1,B
1002030 SM35BZ,6.6,728,-6.2,-48.3,B
1002031 SM36BZ,5.7,1229,-10.1,-67.7,B
1002032 SM37BZ,6.4,813,-6.2,-40.3,B
1002033 SM38BZ,10.4,1054,-3.8,-47.7,B
1002034 SM39BZ,6.1,645,-3.4,-47.7,B
1002035 SM40BZ,6.4,702,-2.1,-47.7,B
1002036 SM41BZ,9.1,980,-5.2,-47.5,B
1002037 SM42BZ,7.9,720,-2.1,-47.7,B
1002038 SM43BZ,15.5,1087,-0.8,-48.7,B
1002039 SM44BZ,5.4,618,-0.8,-48.7,B
1002040 SM45BZ,7.8,1041,-0.8,-48.7,B
1002041 SM46BZ,5.7,664,-0.8,-48.7,B
1002042 SM47BZ,13.9,999,-2.1,-47.7,B
1002043 SM49BZ,124,6589,-2.2,-49.2,B
1002044 SM50BZ,13.4,1937,-2,-53.7,B
1002045 SM51BZ,21,836,-2,-53.7,B
1002046 SM52BZ,8.8,1053,-0.8,-48.7,B
1002047 SM53BZ,12.1,877,-2.7,-54.7,B
1003001  101BZ,13.3,1171,-2.5,-48.2,B
1003002  102BZ,8.3,752,-2.5,-48.2,B
1003003  103BZ,4.2,332,-2.5,-48.2,B
1003004  104BZ,8,777,-0.9,-47.2,B
1003005  105BZ,3.9,493,-0.9,-47.2,B
1003006  106BZ,3.5,307,-0.9,-47.2,B
1003007  107BZ,4.6,309,-0.9,-47.2,B
1003008  108BZ,4.2,265,-0.9,-47.2,B
1003009  109BZ,9.3,1549,-0.9,-47.2,B
1003010  110BZ,11.2,1043,-0.9,-47.2,B
1003011  111BZ,22.3,1583,-0.9,-47.2,B
1003012  112BZ,10.2,1072,-3.2,-60.3,B
1003013  113BZ,8.5,1218,-3.2,-60.3,B
1003014  114BZ,11.4,820,-3.2,-60.3,B
1003015  115BZ,6.8,715,-3.2,-60.3,B
1003016  116BZ,6,507,-3.2,-60.3,B
1003017  117BZ,13.3,1112,-3.2,-60.3,B
1003018  118BZ,0.9,149,-3.2,-60.3,B
1003019  119BZ,4.7,396,-3.2,-60.3,B
1003020  120BZ,10.5,1486,-3.2,-60.3,B
1003021  121BZ,7.7,1084,-3.2,-60.3,B
1003022  122BZ,8.7,1126,-3.2,-60.3,B
1003023  123BZ,7.4,1080,-3.2,-60.3,B
1003024  124BZ,12,2076,-3.2,-60.3,B
1003025  125BZ,22.8,1965,-3.2,-60.3,B
1003026  126BZ,17.1,1103,-3.2,-60.3,B
1003027  127BZ,6.3,770,-3.2,-52.2,B
1003028  128BZ,13.7,917,-3.2,-52.2,B
1003029  129BZ,7.2,946,-3.2,-52.2,B
1003030  130BZ,10.3,1039,-3.2,-52.2,B
1003031  131BZ,4.4,415,-3.2,-52.2,B
1003032  132BZ,8.5,589,-6.9,-42.8,B
1003033  133BZ,2.9,372,-6.9,-42.8,B
1003034  134BZ,4.4,579,-6.9,-42.8,B
1003035  135BZ,4.5,651,-6.9,-42.8,B
1003036  136BZ,1.5,186,-6.9,-42.8,B
